SYMBOL,SERIES_x,PRICE_RANGE,PRICE_BAND,TRADED_VALUE,SERIES_y,SERIES,VAR,is_fno,category
011NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
021NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
031NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
041NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
051NSETEST,BL,198.00-202.00,1.0,0.0,,BL,9999.0,False,Only Delivery
051NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
061NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
071NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
081NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
091NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
0MOFSL26,N1,903.99-1355.98,20.0,225998.0,N1,N1,0.0,False,Only Delivery
0MOFSL26,U1,800.00-1200.00,20.0,225998.0,N1,U1,0.0,False,Only Delivery
0MOFSL27,N3,908.00-1362.00,20.0,113500.0,N3,N3,0.0,False,Only Delivery
0MOFSL27,U3,800.00-1200.00,20.0,113500.0,N3,U3,0.0,False,Only Delivery
0NHIT34,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
0NHIT34,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
0NHIT35,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
0NHIT35,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
0RL34,N0,68960.00-103440.00,20.0,0.0,,N0,0.0,False,Only Delivery
0RL34,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
0SCL26,MR,800.00-1200.00,20.0,84508.0,YR,MR,0.0,False,Only Delivery
0SCL26,YR,913.60-1370.40,20.0,84508.0,YR,YR,0.0,False,Only Delivery
0SCL27,MW,800.00-1200.00,20.0,2218.6,YW,MW,0.0,False,Only Delivery
0SCL27,YW,892.48-1338.72,20.0,2218.6,YW,YW,0.0,False,Only Delivery
1003IIFL29,NC,836.00-1254.00,20.0,58880.0,NC,NC,0.0,False,Only Delivery
1003IIFL29,UC,800.00-1200.00,20.0,58880.0,NC,UC,0.0,False,Only Delivery
1003ISFL28,N4,804.40-1206.60,20.0,591700.165,N4,N4,0.0,False,Only Delivery
1003ISFL28,U4,800.00-1200.00,20.0,591700.165,N4,U4,0.0,False,Only Delivery
1003SCFL31,14,800.00-1200.00,20.0,41679.0,Z4,14,0.0,False,Only Delivery
1003SCFL31,Z4,758.48-1137.72,20.0,41679.0,Z4,Z4,0.0,False,Only Delivery
1003SCL30,68,571.42-857.13,20.0,0.0,,68,0.0,False,Only Delivery
1003SCL30,BW,571.42-857.13,20.0,0.0,,BW,0.0,False,Only Delivery
1003SCL30A,NV,607.67-911.50,20.0,61032.863333333335,NV,NV,0.0,False,Only Delivery
1003SCL30A,UV,593.32-889.98,20.0,61032.863333333335,NV,UV,0.0,False,Only Delivery
1003SCL31,1Q,800.00-1200.00,20.0,0.0,,1Q,0.0,False,Only Delivery
1003SCL31,ZQ,720.24-1080.36,20.0,0.0,,ZQ,0.0,False,Only Delivery
1003SCL31A,N1,720.56-1080.84,20.0,0.0,,N1,0.0,False,Only Delivery
1003SCL31A,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1003SCL31P,N1,755.21-1132.82,20.0,0.0,,N1,0.0,False,Only Delivery
1003SCL31P,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1003SCL32,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1003SCL32,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1003SFIL28,NX,584.00-876.00,20.0,0.0,,NX,0.0,False,Only Delivery
1003SFIL28,UX,540.00-810.00,20.0,0.0,,UX,0.0,False,Only Delivery
1004DLSL24,NO,802.20-1203.30,20.0,0.0,,NO,9999.0,False,Only Delivery
1004DLSL24,UO,800.00-1200.00,20.0,0.0,,UO,9999.0,False,Only Delivery
1010CLIX25,N1,79729.37-119594.06,20.0,0.0,,N1,9999.0,False,Only Delivery
1010CLIX25,U1,80000.00-120000.00,20.0,0.0,,U1,9999.0,False,Only Delivery
1013DLSL24,NF,799.20-1198.80,20.0,0.0,,NF,9999.0,False,Only Delivery
1013DLSL24,UF,800.00-1200.00,20.0,0.0,,UF,9999.0,False,Only Delivery
10157PCP24,N0,80000.00-120000.00,20.0,0.0,,N0,9999.0,False,Only Delivery
10157PCP24,U0,80000.00-120000.00,20.0,0.0,,U0,9999.0,False,Only Delivery
10157PCP27,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
10157PCP27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1015CLIX25,N0,26666.66-39999.99,20.0,0.0,,N0,9999.0,False,Only Delivery
1015CLIX25,U0,26666.66-39999.99,20.0,0.0,,U0,9999.0,False,Only Delivery
1015ECL29,NR,808.00-1212.00,20.0,1258431.0666666667,NR,NR,0.0,False,Only Delivery
1015ECL29,UR,800.00-1200.00,20.0,1258431.0666666667,NR,UR,0.0,False,Only Delivery
1015SCFL29,MY,800.00-1200.00,20.0,0.0,,MY,0.0,False,Only Delivery
1015SCFL29,YY,848.00-1272.00,20.0,0.0,,YY,0.0,False,Only Delivery
1015SCL28,NR,673.20-1009.80,20.0,0.0,,NR,0.0,False,Only Delivery
1015SCL28,UR,561.00-841.50,20.0,0.0,,UR,0.0,False,Only Delivery
1015SCL28A,31,558.00-837.00,20.0,1399.2,AL,31,0.0,False,Only Delivery
1015SCL28A,AL,559.68-839.52,20.0,1399.2,AL,AL,0.0,False,Only Delivery
1015SCL28B,45,751.68-1127.52,20.0,0.0,,45,0.0,False,Only Delivery
1015SCL28B,AZ,740.00-1110.00,20.0,0.0,,AZ,0.0,False,Only Delivery
1015SCL29,1L,800.00-1200.00,20.0,0.0,,1L,0.0,False,Only Delivery
1015SCL29,ZL,804.00-1206.00,20.0,0.0,,ZL,0.0,False,Only Delivery
1015SCL29B,N1,820.20-1230.31,20.0,0.0,,N1,0.0,False,Only Delivery
1015SCL29B,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1015SCL29T,N1,752.24-1128.36,20.0,0.0,,N1,0.0,False,Only Delivery
1015SCL29T,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1015SCL30,N1,824.00-1236.00,20.0,740840.0,N1,N1,0.0,False,Only Delivery
1015SCL30,U1,800.00-1200.00,20.0,740840.0,N1,U1,0.0,False,Only Delivery
1015UCL24,N3,775.76-1163.64,20.0,0.0,,N3,9999.0,False,Only Delivery
1015UCL24,U3,800.00-1200.00,20.0,0.0,,U3,9999.0,False,Only Delivery
1015UCL26,N1,796.00-1194.00,20.0,34950.0,N1,N1,0.0,False,Only Delivery
1015UCL26,U1,800.00-1200.00,20.0,34950.0,N1,U1,0.0,False,Only Delivery
1015UCL27,NF,796.80-1195.20,20.0,17855.37,NF,NF,0.0,False,Only Delivery
1015UCL27,UF,800.00-1200.00,20.0,17855.37,NF,UF,0.0,False,Only Delivery
1018GS2026,GS,98.89-109.30,5.0,1060752.1433333333,GS,GS,0.0,False,Only Delivery
101NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
1020CCSP27,N0,83843.93-125765.90,20.0,0.0,,N0,0.0,False,Only Delivery
1020CCSP27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1025GS2021,GS,96.89-107.07,4.99,0.0,,GS,9999.0,False,Only Delivery
1025IIFL30,M3,800.00-1200.00,20.0,0.0,,M3,0.0,False,Only Delivery
1025IIFL30,Y3,816.00-1224.00,20.0,0.0,,Y3,0.0,False,Only Delivery
1025NFL25,N5,791.24-1186.87,20.0,0.0,,N5,9999.0,False,Only Delivery
1025NFL25,U5,800.00-1200.00,20.0,0.0,,U5,9999.0,False,Only Delivery
1025PATE28,N0,79760.00-119640.00,20.0,0.0,,N0,0.0,False,Only Delivery
1025PATE28,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1025SCFL34,15,800.00-1200.00,20.0,0.0,,15,0.0,False,Only Delivery
1025SCFL34,Z5,800.00-1200.00,20.0,0.0,,Z5,0.0,False,Only Delivery
1025SCL33,MJ,800.00-1200.00,20.0,0.0,,MJ,0.0,False,Only Delivery
1025SCL33,YJ,800.00-1200.00,20.0,0.0,,YJ,0.0,False,Only Delivery
1025SCL33A,N1,640.00-960.00,20.0,0.0,,N1,0.0,False,Only Delivery
1025SCL33A,U1,640.00-960.00,20.0,0.0,,U1,0.0,False,Only Delivery
1025SCL34,18,800.00-1200.00,20.0,0.0,,18,0.0,False,Only Delivery
1025SCL34,Z8,799.20-1198.80,20.0,0.0,,Z8,0.0,False,Only Delivery
1025SCL34A,1T,800.00-1200.00,20.0,61990.0,ZT,1T,0.0,False,Only Delivery
1025SCL34A,ZT,784.00-1176.00,20.0,61990.0,ZT,ZT,0.0,False,Only Delivery
1025SCL34B,N1,784.00-1176.00,20.0,1047317.5,N1,N1,0.0,False,Only Delivery
1025SCL34B,U1,800.00-1200.00,20.0,1047317.5,N1,U1,0.0,False,Only Delivery
1025SCL34C,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1025SCL34C,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1025SCL34U,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1025SCL34U,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1025SCL34Z,N1,802.36-1203.54,20.0,50147.5,N1,N1,0.0,False,Only Delivery
1025SCL34Z,U1,800.00-1200.00,20.0,50147.5,N1,U1,0.0,False,Only Delivery
1025SCL35,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1025SCL35,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1025SCL35A,N1,720.24-1080.36,20.0,0.0,,N1,0.0,False,Only Delivery
1025SCL35A,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1025SFIL26,NT,351.92-527.88,20.0,0.0,,NT,0.0,False,Only Delivery
1025SFIL26,UT,300.44-450.67,20.0,0.0,,UT,0.0,False,Only Delivery
1025UCL25,N8,792.00-1188.00,20.0,0.0,,N8,9999.0,False,Only Delivery
1025UCL25,U8,800.00-1200.00,20.0,0.0,,U8,9999.0,False,Only Delivery
1025UCL26A,N1,793.68-1190.52,20.0,30891.985,N1,N1,0.0,False,Only Delivery
1025UCL26A,U1,800.00-1200.00,20.0,30891.985,N1,U1,0.0,False,Only Delivery
1025UCL27A,NG,768.24-1152.36,20.0,0.0,,NG,0.0,False,Only Delivery
1025UCL27A,UG,800.00-1200.00,20.0,0.0,,UG,0.0,False,Only Delivery
1025VCCL28,N0,76000.00-114000.01,20.0,0.0,,N0,0.0,False,Only Delivery
1025VCCL28,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
102CCSP27A,N0,53333.33-80000.00,20.0,0.0,,N0,0.0,False,Only Delivery
102CCSP27A,U0,53333.33-80000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1030SFIL26,NJ,1010.60-1515.90,20.0,38518.62,NJ,NJ,0.0,False,Only Delivery
1030SFIL26,UJ,800.00-1200.00,20.0,38518.62,NJ,UJ,0.0,False,Only Delivery
1030SFIL28,NM,536.64-804.96,20.0,33540.0,NM,NM,0.0,False,Only Delivery
1030SFIL28,UM,622.79-934.18,20.0,33540.0,NM,UM,0.0,False,Only Delivery
1035CCSP26,N2,32000.00-48000.00,20.0,0.0,,N2,0.0,False,Only Delivery
1035CCSP26,U2,32000.00-48000.00,20.0,0.0,,U2,0.0,False,Only Delivery
1035CCSP27,N3,40000.00-60000.00,20.0,0.0,,N3,0.0,False,Only Delivery
1035CCSP27,U3,40000.00-60000.00,20.0,0.0,,U3,0.0,False,Only Delivery
1035UCL24,N6,792.80-1189.20,20.0,0.0,,N6,9999.0,False,Only Delivery
1035UCL24,U6,800.00-1200.00,20.0,0.0,,U6,9999.0,False,Only Delivery
1035UCL26,NA,524.00-786.00,20.0,108775.5,,NA,0.0,False,Only Delivery
1035UCL26,UA,374.81-562.22,20.0,108775.5,,UA,0.0,False,Only Delivery
1039UCL26,NE,830.00-1245.00,20.0,38819.0,NE,NE,0.0,False,Only Delivery
1039UCL26,UE,800.00-1200.00,20.0,38819.0,NE,UE,0.0,False,Only Delivery
1040NFL26,NA,798.40-1197.60,20.0,16962.75,,NA,0.0,False,Only Delivery
1040NFL26,UA,800.00-1200.00,20.0,16962.75,,UA,0.0,False,Only Delivery
1040UCL25,N4,800.00-1200.00,20.0,0.0,,N4,9999.0,False,Only Delivery
1040UCL25,U4,800.00-1200.00,20.0,0.0,,U4,9999.0,False,Only Delivery
1040UCL27B,N1,797.60-1196.40,20.0,0.0,,N1,0.0,False,Only Delivery
1040UCL27B,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1048IIFL27,N6,80000.00-120000.00,20.0,0.0,,N6,0.0,False,Only Delivery
1048IIFL27,U6,80000.00-120000.00,20.0,0.0,,U6,0.0,False,Only Delivery
1049DLS25A,M5,800.00-1200.00,20.0,0.0,,M5,9999.0,False,Only Delivery
1049DLS25A,Y5,797.26-1195.89,20.0,0.0,,Y5,9999.0,False,Only Delivery
1049DLSL25,NX,806.80-1210.20,20.0,0.0,,NX,9999.0,False,Only Delivery
1049DLSL25,UX,800.00-1200.00,20.0,0.0,,UX,9999.0,False,Only Delivery
1050IIFL29,ND,800.00-1200.00,20.0,200000.0,ND,ND,0.0,False,Only Delivery
1050IIFL29,UD,800.00-1200.00,20.0,200000.0,ND,UD,0.0,False,Only Delivery
1050ISFL28,N5,844.00-1266.00,20.0,1360891.5,N5,N5,0.0,False,Only Delivery
1050ISFL28,U5,800.00-1200.00,20.0,1360891.5,N5,U5,0.0,False,Only Delivery
1050NFL26,N7,812.80-1219.20,20.0,65024.0,N7,N7,0.0,False,Only Delivery
1050NFL26,U7,800.00-1200.00,20.0,65024.0,N7,U7,0.0,False,Only Delivery
1050SCFL31,12,800.00-1200.00,20.0,0.0,,12,0.0,False,Only Delivery
1050SCFL31,Z2,751.20-1126.80,20.0,0.0,,Z2,0.0,False,Only Delivery
1050SCL30,NU,599.86-899.79,20.0,0.0,,NU,0.0,False,Only Delivery
1050SCL30,UU,599.86-899.79,20.0,0.0,,UU,0.0,False,Only Delivery
1050SCL31,1P,800.00-1200.00,20.0,0.0,,1P,0.0,False,Only Delivery
1050SCL31,ZP,830.40-1245.60,20.0,0.0,,ZP,0.0,False,Only Delivery
1050SCL31A,N1,826.93-1240.40,20.0,0.0,,N1,0.0,False,Only Delivery
1050SCL31A,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1050SCL31T,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1050SCL31T,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1050SCL32,N1,800.00-1200.00,20.0,0.0,,N1,0.0,False,Only Delivery
1050SCL32,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1050SFIL28,NV,800.00-1200.00,20.0,0.0,,NV,0.0,False,Only Delivery
1050SFIL28,UV,800.00-1200.00,20.0,0.0,,UV,0.0,False,Only Delivery
1050UCL25,N7,784.00-1176.00,20.0,0.0,,N7,9999.0,False,Only Delivery
1050UCL25,U7,800.00-1200.00,20.0,0.0,,U7,9999.0,False,Only Delivery
1050UCL28,NH,800.00-1200.00,20.0,237725.0,NH,NH,0.0,False,Only Delivery
1050UCL28,UH,800.00-1200.00,20.0,237725.0,NH,UH,0.0,False,Only Delivery
1052DLSL24,NP,848.96-1273.44,20.0,0.0,,NP,9999.0,False,Only Delivery
1052DLSL24,UP,800.00-1200.00,20.0,0.0,,UP,9999.0,False,Only Delivery
105IIFL29,N7,998.40-1497.60,20.0,112320.0,N7,N7,0.0,False,Only Delivery
105IIFL29,U7,768.00-1152.00,20.0,112320.0,N7,U7,0.0,False,Only Delivery
105UCL2026,NB,800.00-1200.00,20.0,0.0,,NB,0.0,False,Only Delivery
105UCL2026,UB,800.00-1200.00,20.0,0.0,,UB,0.0,False,Only Delivery
1060ECL29,NS,848.00-1272.00,20.0,185500.0,NS,NS,0.0,False,Only Delivery
1060ECL29,US,800.00-1200.00,20.0,185500.0,NS,US,0.0,False,Only Delivery
1061DLSL24,NG,876.00-1314.00,20.0,0.0,,NG,9999.0,False,Only Delivery
1061DLSL24,UG,800.00-1200.00,20.0,0.0,,UG,9999.0,False,Only Delivery
1065NFL27,NC,808.00-1212.00,20.0,568168.5,NC,NC,0.0,False,Only Delivery
1065NFL27,UC,800.00-1200.00,20.0,568168.5,NC,UC,0.0,False,Only Delivery
1075NFL25,N6,821.24-1231.86,20.0,0.0,,N6,9999.0,False,Only Delivery
1075NFL25,U6,800.00-1200.00,20.0,0.0,,U6,9999.0,False,Only Delivery
1075SCFL34,16,800.00-1200.00,20.0,0.0,,16,0.0,False,Only Delivery
1075SCFL34,Z6,808.00-1212.00,20.0,0.0,,Z6,0.0,False,Only Delivery
1075SCL33,MK,800.00-1200.00,20.0,0.0,,MK,0.0,False,Only Delivery
1075SCL33,YK,744.32-1116.48,20.0,0.0,,YK,0.0,False,Only Delivery
1075SCL33A,N2,739.20-1108.80,20.0,44703.0,N2,N2,0.0,False,Only Delivery
1075SCL33A,U2,675.55-1013.32,20.0,44703.0,N2,U2,0.0,False,Only Delivery
1075SCL33B,NW,640.00-960.00,20.0,0.0,,NW,0.0,False,Only Delivery
1075SCL33B,UW,640.00-960.00,20.0,0.0,,UW,0.0,False,Only Delivery
1075SCL34,1R,800.00-1200.00,20.0,0.0,,1R,0.0,False,Only Delivery
1075SCL34,ZR,806.40-1209.60,20.0,0.0,,ZR,0.0,False,Only Delivery
1075SCL34C,N1,832.00-1248.00,20.0,0.0,,N1,0.0,False,Only Delivery
1075SCL34C,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1075SCL34T,N1,824.00-1236.00,20.0,0.0,,N1,0.0,False,Only Delivery
1075SCL34T,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1075SCL35,N1,808.00-1212.00,20.0,0.0,,N1,0.0,False,Only Delivery
1075SCL35,U1,800.00-1200.00,20.0,0.0,,U1,0.0,False,Only Delivery
1075UCL25,N9,830.19-1245.28,20.0,0.0,,N9,9999.0,False,Only Delivery
1075UCL25,U9,800.00-1200.00,20.0,0.0,,U9,9999.0,False,Only Delivery
1075WCA28,N0,8000.00-12000.00,20.0,0.0,,N0,0.0,False,Only Delivery
1075WCA28,U0,8000.00-12000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1075WCAP28,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
1075WCAP28,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1077IIFL30,N7,80000.00-120000.00,20.0,0.0,,N7,0.0,False,Only Delivery
1077IIFL30,U7,80000.00-120000.00,20.0,0.0,,U7,0.0,False,Only Delivery
1090NFL26,NB,844.64-1266.96,20.0,105744.0,NB,NB,0.0,False,Only Delivery
1090NFL26,UB,800.00-1200.00,20.0,105744.0,NB,UB,0.0,False,Only Delivery
1092GPUI25,N0,2587.67-3881.50,20.0,0.0,,N0,9999.0,False,Only Delivery
1092GPUI25,U0,2587.67-3881.50,20.0,0.0,,U0,9999.0,False,Only Delivery
10CAGL27,N5,815.78-1223.67,20.0,0.0,,N5,0.0,False,Only Delivery
10CAGL27,U5,800.00-1200.00,20.0,0.0,,U5,0.0,False,Only Delivery
10IFSL26,N7,840.40-1260.60,20.0,0.0,,N7,0.0,False,Only Delivery
10IFSL26,U7,800.00-1200.00,20.0,0.0,,U7,0.0,False,Only Delivery
10IIFL26,N0,26666.62-39999.93,20.0,0.0,,N0,0.0,False,Only Delivery
10IIFL26,U0,26666.62-39999.93,20.0,0.0,,U0,0.0,False,Only Delivery
10IIFL28,N4,808.76-1213.15,20.0,836384.575,N4,N4,0.0,False,Only Delivery
10IIFL28,U4,800.00-1200.00,20.0,836384.575,N4,U4,0.0,False,Only Delivery
10IIFL28A,NE,832.08-1248.13,20.0,984915.6566666666,NE,NE,0.0,False,Only Delivery
10IIFL28A,UE,800.00-1200.00,20.0,984915.6566666666,NE,UE,0.0,False,Only Delivery
10IIFL29,N6,815.99-1223.98,20.0,358008.82,N6,N6,0.0,False,Only Delivery
10IIFL29,U6,763.32-1144.98,20.0,358008.82,N6,U6,0.0,False,Only Delivery
10IIFLSF27,NB,800.04-1200.07,20.0,0.0,,NB,0.0,False,Only Delivery
10IIFLSF27,UB,800.00-1200.00,20.0,0.0,,UB,0.0,False,Only Delivery
10ISFL26,N3,852.28-1278.42,20.0,63921.0,N3,N3,0.0,False,Only Delivery
10ISFL26,U3,800.00-1200.00,20.0,63921.0,N3,U3,0.0,False,Only Delivery
10NFL25,N9,805.60-1208.40,20.0,0.0,,N9,9999.0,False,Only Delivery
10NFL25,U9,800.00-1200.00,20.0,0.0,,U9,9999.0,False,Only Delivery
10NIDO26,N6,816.00-1224.00,20.0,582874.15,N6,N6,0.0,False,Only Delivery
10NIDO26,U6,800.00-1200.00,20.0,582874.15,N6,U6,0.0,False,Only Delivery
10SCL30A,67,530.40-795.60,20.0,0.0,,67,0.0,False,Only Delivery
10SCL30A,BV,530.40-795.60,20.0,0.0,,BV,0.0,False,Only Delivery
10SCL31,11,800.00-1200.00,20.0,0.0,,11,0.0,False,Only Delivery
10SCL31,Z1,800.00-1200.00,20.0,0.0,,Z1,0.0,False,Only Delivery
10SCL31A,1O,800.00-1200.00,20.0,0.0,,1O,0.0,False,Only Delivery
10SCL31A,ZO,800.00-1200.00,20.0,0.0,,ZO,0.0,False,Only Delivery
10UCL26,ND,792.81-1189.22,20.0,10615.673333333334,ND,ND,0.0,False,Only Delivery
10UCL26,UD,800.00-1200.00,20.0,10615.673333333334,ND,UD,0.0,False,Only Delivery
1102NFL26,N8,820.00-1230.00,20.0,10250.0,N8,N8,0.0,False,Only Delivery
1102NFL26,U8,800.00-1200.00,20.0,10250.0,N8,U8,0.0,False,Only Delivery
1119NFL27,ND,868.00-1302.00,20.0,12444.75,ND,ND,0.0,False,Only Delivery
1119NFL27,UD,800.00-1200.00,20.0,12444.75,ND,UD,0.0,False,Only Delivery
111ESFB31,N0,78479.20-117718.80,20.0,2759652.0,N0,N0,0.0,False,Only Delivery
111ESFB31,U0,80000.00-120000.00,20.0,2759652.0,N0,U0,0.0,False,Only Delivery
111NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
113ESFB31,N0,82400.00-123600.00,20.0,103000.0,N0,N0,0.0,False,Only Delivery
113ESFB31,U0,80000.00-120000.00,20.0,103000.0,N0,U0,0.0,False,Only Delivery
115VCCL27,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
115VCCL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
116GS2020,GS,102.84-113.66,5.0,0.0,,GS,9999.0,False,Only Delivery
116VCCL26,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
116VCCL26,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
116VCCL26A,N0,80080.00-120120.00,20.0,0.0,,N0,0.0,False,Only Delivery
116VCCL26A,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
116VCCL27,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
116VCCL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
116VCCL27A,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
116VCCL27A,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
1175PPPL27,N0,80800.00-121200.00,20.0,0.0,,N0,9999.0,False,Only Delivery
1175PPPL27,U0,80000.00-120000.00,20.0,0.0,,U0,9999.0,False,Only Delivery
1180VCCL26,N0,79122.40-118683.61,20.0,0.0,,N0,0.0,False,Only Delivery
1180VCCL26,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
118VCCL27,N0,78400.00-117600.00,20.0,0.0,,N0,0.0,False,Only Delivery
118VCCL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
118VCCL27A,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
118VCCL27A,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
118VCCL27B,N0,79974.13-119961.20,20.0,499450.38999999996,N0,N0,0.0,False,Only Delivery
118VCCL27B,U0,80000.00-120000.00,20.0,499450.38999999996,N0,U0,0.0,False,Only Delivery
1190VCCL26,N0,56000.00-84000.00,20.0,0.0,,N0,0.0,False,Only Delivery
1190VCCL26,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
119VCCL26,N0,72000.00-108000.00,20.0,0.0,,N0,0.0,False,Only Delivery
119VCCL26,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
11DLSL25,NV,878.40-1317.60,20.0,0.0,,NV,9999.0,False,Only Delivery
11DLSL25,UV,800.00-1200.00,20.0,0.0,,UV,9999.0,False,Only Delivery
11DLSL25A,M3,800.00-1200.00,20.0,0.0,,M3,9999.0,False,Only Delivery
11DLSL25A,Y3,877.24-1315.86,20.0,0.0,,Y3,9999.0,False,Only Delivery
11NSETEST,EQ,76.00-114.00,20.0,0.0,,EQ,9999.0,False,Only Delivery
11UCL26,NC,857.60-1286.40,20.0,102912.0,NC,NC,0.0,False,Only Delivery
11UCL26,UC,800.00-1200.00,20.0,102912.0,NC,UC,0.0,False,Only Delivery
1215DHPL27,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
1215DHPL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
121NSETEST,EQ,180.00-220.00,10.0,0.0,,EQ,9999.0,False,Only Delivery
1278VCCL25,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
1278VCCL25,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
12AFIL27,N0,8000.00-12000.00,20.0,30000.0,N0,N0,0.0,False,Only Delivery
12AFIL27,U0,8000.00-12000.00,20.0,30000.0,N0,U0,0.0,False,Only Delivery
12AFIL27A,N0,7984.00-11976.00,20.0,0.0,,N0,0.0,False,Only Delivery
12AFIL27A,U0,8000.00-12000.00,20.0,0.0,,U0,0.0,False,Only Delivery
12AFIL28,N0,7879.20-11818.80,20.0,154251.66666666666,N0,N0,0.0,False,Only Delivery
12AFIL28,U0,8000.00-12000.00,20.0,154251.66666666666,N0,U0,0.0,False,Only Delivery
12DCCL27,N0,80000.00-120000.00,20.0,0.0,,N0,0.0,False,Only Delivery
12DCCL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
12VCCL27,N0,77544.00-116316.00,20.0,0.0,,N0,0.0,False,Only Delivery
12VCCL27,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
12VCCL27A,N0,77600.00-116400.00,20.0,0.0,,N0,0.0,False,Only Delivery
12VCCL27A,U0,80000.00-120000.00,20.0,0.0,,U0,0.0,False,Only Delivery
